# Mol_Title	ID	SMILES
ZINC00027160	DUD_cox2_D_17	CC1CC(=O)NN=C1c1ccc(NC(=O)c2cccc(Cl)c2)cc1
ZINC00030763	DUD_cox2_D_18	CC(=O)Nc1cccc(NC(=O)Cc2ccc(Br)cc2)c1
ZINC00033015	DUD_cox2_D_19	Cc1ccc(NC2=C(Cl)C(=O)OC2CC(=O)c2ccccc2)cc1
ZINC00033594	DUD_cox2_D_20	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NCc1ccncc1
ZINC00035049	DUD_cox2_D_21	Cc1cccc(N2CC(C(=O)Nc3ccc(Cl)cc3)CC2=O)c1C
ZINC00043059	DUD_cox2_D_22	O=C(Nc1cccc(Cl)c1Cl)C1CC(=O)N(c2ccccc2)C1
ZINC00043060	DUD_cox2_D_23	O=C(Nc1cccc(Cl)c1Cl)C1CC(=O)N(c2ccccc2)C1
ZINC00044256	DUD_cox2_D_24	Cc1cccc(Cl)c1NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1
ZINC00044258	DUD_cox2_D_25	Cc1ccc(NC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)cc1Cl
ZINC00044259	DUD_cox2_D_26	Cc1ccc(NC(=O)C2CC(=O)N(c3ccc(F)cc3)C2)cc1Cl
ZINC00044312	DUD_cox2_D_27	COc1ccc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)cc1
ZINC00044313	DUD_cox2_D_28	COc1ccc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)cc1
ZINC00044314	DUD_cox2_D_29	COc1ccccc1NC(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1
ZINC00044315	DUD_cox2_D_30	COc1ccccc1NC(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1
ZINC00044728	DUD_cox2_D_31	CCOc1ccccc1NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1
ZINC00045197	DUD_cox2_D_32	Cc1ccc(Cl)cc1NC(=O)CCN1C(=O)c2ccccc2C1=O
ZINC00046785	DUD_cox2_D_33	Cc1cc2c(cc1C)NC(CC(=O)Nc1ccccc1Cl)C(=O)N2
ZINC00046786	DUD_cox2_D_34	Cc1cc2c(cc1C)NC(CC(=O)Nc1ccccc1Cl)C(=O)N2
ZINC00047042	DUD_cox2_D_35	COC(=O)c1cc(NC(=O)c2cccc(Cl)c2)cc(C(=O)OC)c1
ZINC00048369	DUD_cox2_D_36	COC(=O)Nc1ccc(SCC(=O)c2ccc(Cl)cc2)cc1
ZINC00048975	DUD_cox2_D_37	Cc1ccc(N2CC(C(=O)Nc3ccc(F)c(Cl)c3)CC2=O)cc1
ZINC00048976	DUD_cox2_D_38	Cc1ccc(N2CC(C(=O)Nc3ccc(F)c(Cl)c3)CC2=O)cc1
ZINC00050006	DUD_cox2_D_39	O=C(Nc1ccc(Cl)c(Cl)c1)C1CC(=O)N(c2ccccc2)C1
ZINC00050007	DUD_cox2_D_40	O=C(Nc1ccc(Cl)c(Cl)c1)C1CC(=O)N(c2ccccc2)C1
ZINC00050877	DUD_cox2_D_41	COc1cccc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)c1
ZINC00050878	DUD_cox2_D_42	COc1cccc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)c1
ZINC00051107	DUD_cox2_D_43	Cc1cc(C)nc(SCC(=O)Nc2nc3ccccc3s2)n1
ZINC00051549	DUD_cox2_D_44	Cc1cccc(NC(=O)c2cc(N3C(=O)C=CC3=O)ccc2Cl)c1
ZINC00052067	DUD_cox2_D_45	Cc1cccc(C(=O)Nc2nnc(Cc3ccc(Cl)cc3)s2)c1
ZINC00052558	DUD_cox2_D_46	CC1=NN(C(=O)c2ccc(N)cc2)C(O)(c2ccc(Cl)cc2)C1
ZINC00052830	DUD_cox2_D_47	Nc1ccc2nc(SCC(=O)N3CCc4ccccc43)sc2c1
ZINC00054031	DUD_cox2_D_48	Cc1ccc(-c2cc(C(=O)NN=Cc3ccc(Cl)cc3)[nH]n2)s1
ZINC00054136	DUD_cox2_D_49	CC(=NNC(=O)c1cc(-c2ccc(Cl)s2)n[nH]1)c1ccncc1
ZINC00056309	DUD_cox2_D_50	O=C(NNC1CC(=O)N(c2ccccc2F)C1=O)c1cccc(F)c1
ZINC00060444	DUD_cox2_D_51	Cc1nc(-c2cccc(NC(=O)c3cccc([N+](=O)[O-])c3)c2)cs1
ZINC00067011	DUD_cox2_D_52	CC1CCN(c2nc3nonc3nc2Nc2cccc(Cl)c2)CC1
ZINC00067302	DUD_cox2_D_53	COc1ccc(C(=O)NNC(=S)Nc2ccc(Cl)cc2C)cc1
ZINC00068312	DUD_cox2_D_54	Cc1ccc2nc(NC(=O)c3ccc(Cl)cc3[N+](=O)[O-])sc2c1
ZINC00068604	DUD_cox2_D_55	Cc1ccccc1NC(=O)CCN1C(=O)C2CC=C(Cl)CC2C1=O
ZINC00069134	DUD_cox2_D_56	COc1ccc(-c2nnc(NC(=O)c3cccs3)s2)cc1OC
ZINC00069631	DUD_cox2_D_57	O=C(CSc1nc2ccccc2[nH]1)Nc1nc2c(s1)CCCC2
ZINC00069631	DUD_cox2_D_58	O=C(CSc1[nH]c2ccccc2[nH+]1)Nc1nc2c(s1)CCCC2
ZINC00069682	DUD_cox2_D_59	Cc1c(NC(=O)c2cc(F)cc(F)c2)c(=O)n(-c2ccccc2)n1C
ZINC00070096	DUD_cox2_D_60	Cc1ccc(F)c(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)c1
ZINC00070101	DUD_cox2_D_61	Cc1ccc(F)c(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)c1
ZINC00070733	DUD_cox2_D_62	CC(=O)Nc1ccc(Nc2nc(-c3ccc(F)c(C)c3)cs2)cc1
ZINC00071800	DUD_cox2_D_63	CC1=C(C(=O)Nc2ccccn2)C(c2cccc(O)c2)NC(=S)N1
ZINC00071812	DUD_cox2_D_64	CC1=C(C(=O)Nc2ccccn2)C(c2cccc(O)c2)NC(=S)N1
ZINC00071822	DUD_cox2_D_65	CC1=C(C(=O)Nc2ccccn2)C(c2ccc(O)cc2)NC(=S)N1
ZINC00071835	DUD_cox2_D_66	CC1=C(C(=O)Nc2ccccn2)C(c2ccc(O)cc2)NC(=S)N1
ZINC00073645	DUD_cox2_D_67	CC(=O)Nc1nc(C)c(-c2csc(NCc3ccccc3)n2)s1
ZINC00073967	DUD_cox2_D_68	COc1ccc(Cc2nnc(NC(=O)c3ccccc3F)s2)cc1
ZINC00077670	DUD_cox2_D_69	CC(C)(C#Cc1cncnc1)OC(=O)Nc1ccc(Cl)cc1
ZINC00080844	DUD_cox2_D_70	CC(=O)N1CCc2cc(NC(=S)Nc3ccccc3Cl)ccc21
ZINC00081340	DUD_cox2_D_71	Cc1onc(-c2ccccc2)c1C(=O)Nc1nc2ccc(C)cc2s1
ZINC00083131	DUD_cox2_D_72	O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1OC(F)F
ZINC00083134	DUD_cox2_D_73	O=C(CC1Nc2ccccc2NC1=O)Nc1ccccc1OC(F)F
ZINC00083240	DUD_cox2_D_74	Cc1ccc2nc(NC(=O)c3cc([N+](=O)[O-])ccc3Cl)sc2c1
ZINC00083827	DUD_cox2_D_75	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NCc1ccccn1
ZINC00084052	DUD_cox2_D_76	Cc1cccnc1NC(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1
ZINC00084232	DUD_cox2_D_77	Cc1ccc(C#N)c(SCc2nnc(-c3ccc(Cl)cc3)o2)n1
ZINC00084424	DUD_cox2_D_78	Cc1cc2c(cc1C)NC(CC(=O)Nc1ccc(Cl)cc1)C(=O)N2
ZINC00084427	DUD_cox2_D_79	Cc1cc2c(cc1C)NC(CC(=O)Nc1ccc(Cl)cc1)C(=O)N2
ZINC00086592	DUD_cox2_D_80	O=C(Nc1ccc(F)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1
ZINC00087287	DUD_cox2_D_81	O=C(NC1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1ccccc1
ZINC00088207	DUD_cox2_D_82	COc1ccc(N2CC(C(=O)Nc3ccc(Cl)cc3)CC2=O)cc1
ZINC00088210	DUD_cox2_D_83	COc1ccc(N2CC(C(=O)Nc3ccc(Cl)cc3)CC2=O)cc1
ZINC00092697	DUD_cox2_D_84	Cc1cc(Cl)ccc1NC(=O)CC1Nc2ccccc2NC1=O
ZINC00092699	DUD_cox2_D_85	Cc1cc(Cl)ccc1NC(=O)CC1Nc2ccccc2NC1=O
ZINC00092702	DUD_cox2_D_86	Cc1ccc(Cl)cc1NC(=O)CC1Nc2ccccc2NC1=O
ZINC00092706	DUD_cox2_D_87	Cc1ccc(Cl)cc1NC(=O)CC1Nc2ccccc2NC1=O
ZINC00092711	DUD_cox2_D_88	Cc1c(Cl)cccc1NC(=O)CC1Sc2ccccc2NC1=O
ZINC00092713	DUD_cox2_D_89	Cc1cc(Cl)ccc1NC(=O)CC1Sc2ccccc2NC1=O
ZINC00092715	DUD_cox2_D_90	Cc1cc(Cl)ccc1NC(=O)CC1Sc2ccccc2NC1=O
ZINC00092718	DUD_cox2_D_91	Cc1ccc(Cl)cc1NC(=O)CC1Sc2ccccc2NC1=O
ZINC00092721	DUD_cox2_D_92	Cc1ccc(Cl)cc1NC(=O)CC1Sc2ccccc2NC1=O
ZINC00092724	DUD_cox2_D_93	Cc1ccc(NC(=O)CC2Sc3ccccc3NC2=O)cc1Cl
ZINC00095758	DUD_cox2_D_94	CN(C)c1ccc(C2C=C(c3ccc(F)cc3)Nc3nnnn32)cc1
ZINC00095763	DUD_cox2_D_95	CN(C)c1ccc(C2C=C(c3ccc(F)cc3)Nc3nnnn32)cc1
ZINC00096497	DUD_cox2_D_96	Cc1ccc(NC(=O)c2cc3c(s2)c2ccccc2oc3=O)cc1C
ZINC00096982	DUD_cox2_D_97	Cc1ccc(N2C(=O)CC(Sc3ccccc3N)C2=O)cc1Cl
ZINC00096985	DUD_cox2_D_98	Cc1ccc(N2C(=O)CC(Sc3ccccc3N)C2=O)cc1Cl
ZINC00096987	DUD_cox2_D_99	Cc1c(Cl)cccc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00096992	DUD_cox2_D_100	Cc1c(Cl)cccc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00096996	DUD_cox2_D_101	Cc1ccc(Cl)cc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00096999	DUD_cox2_D_102	Cc1ccc(Cl)cc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00097308	DUD_cox2_D_103	CSc1cccc(N2C(=O)CC(Sc3ccccc3N)C2=O)c1
ZINC00097313	DUD_cox2_D_104	CSc1cccc(N2C(=O)CC(Sc3ccccc3N)C2=O)c1
ZINC00097683	DUD_cox2_D_105	CCc1nnc(NC(=O)c2ccc(-c3cccc(Cl)c3)o2)s1
ZINC00097734	DUD_cox2_D_106	CCOc1ccc(C(=O)Nc2c3nsnc3ccc2C)cc1Cl
ZINC00098424	DUD_cox2_D_107	Cc1sc2ncn(CC(=O)Nc3ccc(Cl)cc3)c(=O)c2c1C
ZINC00099307	DUD_cox2_D_108	CCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3c(=O)o2)cc1
ZINC00100462	DUD_cox2_D_109	O=C1CC(Nc2ccc(CCO)cc2)C(=O)N1c1ccc(Cl)cc1
ZINC00104100	DUD_cox2_D_110	Cc1cc(OCC(=O)Nc2cccc3nsnc32)cc(C)c1Cl
ZINC00104114	DUD_cox2_D_111	CC(C)(C)c1ccc(OCC(=O)Nc2cccc3nsnc32)cc1
ZINC00104716	DUD_cox2_D_112	COc1ccc2c(c1)CCc1[nH]c(=O)c(C#N)c(-c3ccc(F)cc3)c1-2
ZINC00104716	DUD_cox2_D_113	COc1ccc2c(c1)CCc1nc(O)c(C#N)c(-c3ccc(F)cc3)c1-2
ZINC00105873	DUD_cox2_D_114	Cc1cccc2sc(NC(=O)c3ccc(Cl)cc3[N+](=O)[O-])nc21
ZINC00106519	DUD_cox2_D_115	CCOC(=O)c1ccc2nc(NC(=O)c3cccs3)sc2c1
ZINC00107088	DUD_cox2_D_116	O=C1Nc2ccccc2C1=NN1CCN(c2ccc(Cl)cc2)CC1
ZINC00107104	DUD_cox2_D_117	CC(C)c1ccc(NC(=O)c2ccc(-c3csnn3)cc2)cc1
ZINC00107272	DUD_cox2_D_118	COc1cccc(N2C(=O)CC(NNC(=O)c3cccs3)C2=O)c1
ZINC00107273	DUD_cox2_D_119	Cc1cccc(N2C(=O)C(Cl)=C(Nc3ccccc3O)C2=O)c1C
ZINC00107310	DUD_cox2_D_120	O=C(NNC1CC(=O)N(c2cccc(Cl)c2)C1=O)c1cccs1
ZINC00107314	DUD_cox2_D_121	O=C(NNC1CC(=O)N(c2cccc(Cl)c2)C1=O)c1cccs1
ZINC00108609	DUD_cox2_D_122	Cc1ccc(-c2nnn(CC(=O)Nc3ccc(F)cc3F)n2)cc1
ZINC00108939	DUD_cox2_D_123	O=C(CC1Nc2ccccc2NC1=O)Nc1ccc(OC(F)F)cc1
ZINC00108941	DUD_cox2_D_124	O=C(CC1Nc2ccccc2NC1=O)Nc1ccc(OC(F)F)cc1
ZINC00109420	DUD_cox2_D_125	Cc1sc2ncn(CC(=O)Nc3ccccc3Cl)c(=O)c2c1C
ZINC00110844	DUD_cox2_D_126	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Nc1ccncc1
ZINC00110963	DUD_cox2_D_127	CCC(=O)Nc1ncc2c(n1)CC(c1cccc(Cl)c1)CC2=O
ZINC00111509	DUD_cox2_D_128	Cc1cc(C)n2nc(SCC(=O)Nc3ccc(F)cc3)nc2n1
ZINC00111659	DUD_cox2_D_129	CC(=O)c1ccc(NC(=S)N2CCN(c3cccc[nH+]3)CC2)cc1
ZINC00112875	DUD_cox2_D_130	CCC(=O)Nc1ccc(C(=O)NNC(=O)c2ccc(Cl)cc2)cc1
ZINC00114832	DUD_cox2_D_131	Cc1cccc(NC(=O)CCS(=O)(=O)c2ccc(Cl)cc2)c1
ZINC00117101	DUD_cox2_D_132	CC(=O)Nc1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1
ZINC00117115	DUD_cox2_D_133	CC(C)(C)c1cc2ncnc(NNC(=O)c3cccs3)c2s1
ZINC00117120	DUD_cox2_D_134	Cc1cc2c(cc1C)NC(CC(=O)Nc1cccc(Cl)c1)C(=O)N2
ZINC00117123	DUD_cox2_D_135	Cc1cc2c(cc1C)NC(CC(=O)Nc1cccc(Cl)c1)C(=O)N2
ZINC00118276	DUD_cox2_D_136	O=C(NCc1nc(-c2ccc(C(F)(F)F)cc2)no1)c1ccccc1
ZINC00118916	DUD_cox2_D_137	COC(=O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1
ZINC00119539	DUD_cox2_D_138	CC(C)(C)c1ccc(C(=O)Nc2nc3ccsc3c(=O)s2)cc1
ZINC00119544	DUD_cox2_D_139	CC(C)(C)c1ccc(C(=O)Nc2nc3ccccc3c(=O)s2)cc1
ZINC00120408	DUD_cox2_D_140	O=C(Nc1nc2sc3c(c2c(=O)s1)CCCC3)c1ccccc1
ZINC00120875	DUD_cox2_D_141	Cc1nc(-c2cccnc2)sc1C(=O)NN=Cc1cccs1
ZINC00122461	DUD_cox2_D_142	Cc1nc(-c2c(C)onc2C(=O)NN=Cc2cccs2)cs1
ZINC00123762	DUD_cox2_D_143	O=C(CN1C(=O)c2ccccc2C1=O)Nc1cccc(C(F)(F)F)c1
ZINC00124106	DUD_cox2_D_144	CC(=O)Nc1nccc(-c2cc(-c3cccc(C(F)(F)F)c3)no2)n1
ZINC00124283	DUD_cox2_D_145	CC(=O)NNC(=O)c1sc2nc(-c3ccc(Cl)cc3)nn2c1C
ZINC00126050	DUD_cox2_D_146	Cc1nn(C)c2nc(NNC(=O)c3ccc(Cl)cc3)cc(C)c12
ZINC00126076	DUD_cox2_D_147	Cc1cc(C)cc(NS(=O)(=O)c2ccc(-c3ccccn3)s2)c1
ZINC00128462	DUD_cox2_D_148	N#Cc1ccc(N2CCN(C(=O)c3ccc(F)cc3Cl)CC2)cc1
ZINC00131897	DUD_cox2_D_149	Cc1cc(C)n2nc(C(=O)NN=Cc3ccc(Cl)cc3)nc2n1
ZINC00131945	DUD_cox2_D_150	Cc1cc(C)n2nc(C(=O)NN=Cc3cccc(Cl)c3)nc2n1
ZINC00133280	DUD_cox2_D_151	O=C(CCN1C(=O)c2ccccc2C1=O)Nc1ccc(F)c(Cl)c1
ZINC00133298	DUD_cox2_D_152	Cc1ccc(Cl)cc1NC(=O)CN1C(=O)c2ccccc2C1=O
ZINC00133902	DUD_cox2_D_153	CSc1ccc(Cl)c(C(=O)Nc2ccc(NC(C)=O)cc2)c1
ZINC00135986	DUD_cox2_D_154	CC1CC(=O)N(c2ccc(C(=O)Nc3cccc(F)c3)cc2)C1=O
ZINC00139406	DUD_cox2_D_155	Cc1cc(=O)oc2cc(OCC(=O)Nc3ccccc3Cl)ccc12
ZINC00139409	DUD_cox2_D_156	Cc1cc(=O)oc2cc(OCC(=O)Nc3cccc(Cl)c3)ccc12
ZINC00139412	DUD_cox2_D_157	Cc1cc(=O)oc2cc(OCC(=O)Nc3ccc(Cl)cc3)ccc12
ZINC00142130	DUD_cox2_D_158	Cc1cccc(N2C(=O)C(Cl)=C(Nc3cccc(O)c3)C2=O)c1C
ZINC00142135	DUD_cox2_D_159	Cc1ccc(N2C(=O)C(Cl)=C(Nc3cccc(O)c3)C2=O)c(C)c1
ZINC00144902	DUD_cox2_D_160	Cc1ccc(N2C(=O)C(Cl)=C(Nc3cc(C)ccc3O)C2=O)cc1
ZINC00145224	DUD_cox2_D_161	Cc1cc(Cl)ccc1NC(=O)CCN1C(=O)c2ccccc2C1=O
ZINC00145226	DUD_cox2_D_162	Cc1cc(Cl)ccc1NC(=O)C(C)N1C(=O)c2ccccc2C1=O
ZINC00145227	DUD_cox2_D_163	Cc1cc(Cl)ccc1NC(=O)C(C)N1C(=O)c2ccccc2C1=O
ZINC00145294	DUD_cox2_D_164	Cc1cc(C)c(NC(=O)CN2C(=O)c3ccccc3C2=O)c(Cl)c1
ZINC00147475	DUD_cox2_D_165	Cc1onc(-c2ccccc2)c1C(=O)NNc1ccc(C)c(Cl)c1
ZINC00147521	DUD_cox2_D_166	Cc1onc(-c2ccccc2)c1C(=O)NNc1ccc(Cl)cc1C
ZINC00148404	DUD_cox2_D_167	Cc1cc(C(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)no1
ZINC00148866	DUD_cox2_D_168	CCc1cc2c(ncn(CC(=O)Nc3ccc(Cl)cc3)c2=O)s1
ZINC00149828	DUD_cox2_D_169	COC(=O)c1cnc(SCC(=O)Nc2ccc(Cl)cc2)n1C
ZINC00150192	DUD_cox2_D_170	O=C(CCc1nc(-c2ccc(Cl)cc2)no1)Nc1ccc(F)cc1
ZINC00150850	DUD_cox2_D_171	Cc1cc(=O)oc2cc(OC(C)C(=O)Nc3ccccc3F)ccc12
ZINC00151215	DUD_cox2_D_172	Cn1c(SCC(=O)Nc2ccc(F)cc2)nnc1-c1ccco1
ZINC00153717	DUD_cox2_D_173	Cc1nnsc1C(=O)Nc1ccc(-c2cn3c(n2)SCC3)cc1
ZINC00154440	DUD_cox2_D_174	C=CCn1c(SCc2n[nH]c(=S)n2C)nnc1-c1ccccc1
ZINC00154470	DUD_cox2_D_175	CNC(=S)NNC(=O)CN1c2ccccc2Sc2ccccc21
ZINC00163317	DUD_cox2_D_176	Cc1ccc2ncnc(Oc3ncccc3NC(=O)CCl)c2c1
ZINC00165003	DUD_cox2_D_177	Cc1cc(Cl)ccc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00165005	DUD_cox2_D_178	Cc1cc(Cl)ccc1N1C(=O)CC(Sc2ccccc2N)C1=O
ZINC00166137	DUD_cox2_D_179	Cc1onc(-c2ccccc2Cl)c1C(=O)NCCc1ccncc1
ZINC00170560	DUD_cox2_D_180	Cc1c(Cl)cccc1NC(=O)C(C)N1C(=O)c2ccccc2C1=O
ZINC00170562	DUD_cox2_D_181	Cc1c(Cl)cccc1NC(=O)C(C)N1C(=O)c2ccccc2C1=O
ZINC00171426	DUD_cox2_D_182	CC(C)n1nnc2cc(C(=O)Nc3ccc(Cl)cc3)ccc21
ZINC00175116	DUD_cox2_D_183	Cc1cccc2sc(NC(=O)c3ccc(Cl)c([N+](=O)[O-])c3)nc21
ZINC00175315	DUD_cox2_D_184	COC(=O)c1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1
ZINC00175583	DUD_cox2_D_185	Cc1cccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)nc21
ZINC00178324	DUD_cox2_D_186	O=C(Nc1ccc(N2CCCC2)c(Cl)c1)c1ccc([N+](=O)[O-])cc1
ZINC00178931	DUD_cox2_D_187	COc1ccc(Cl)cc1NC(=O)c1c(C)onc1-c1ccccc1
ZINC00182482	DUD_cox2_D_188	Cc1nc2ccccc2c(=O)n1NC(=O)c1ccc(Cl)c(Cl)c1
ZINC00182525	DUD_cox2_D_189	COc1ccc(Cl)cc1C(=O)Nn1c(C)nc2ccccc2c1=O
ZINC00182923	DUD_cox2_D_190	COc1ccc(Cl)cc1NC(=O)CN1C(=O)c2ccccc2C1=O
ZINC00183236	DUD_cox2_D_191	CCOc1cccc(-c2nnc(NC(=O)c3ccccc3F)s2)c1
ZINC00183867	DUD_cox2_D_192	Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1ccc(Cl)cn1
ZINC00184335	DUD_cox2_D_193	Cc1ccc(N2CC(C(=O)Nc3ccc(F)cc3)CC2=O)cc1Cl
ZINC00184337	DUD_cox2_D_194	Cc1ccc(N2CC(C(=O)Nc3ccc(F)cc3)CC2=O)cc1Cl
ZINC00186259	DUD_cox2_D_195	CCOc1cccc(-c2nnc(NC(=O)c3cccs3)s2)c1
ZINC00187205	DUD_cox2_D_196	Cc1ccc(NC(=O)C(C)N2C(=O)c3ccccc3C2=O)cc1Cl
ZINC00187211	DUD_cox2_D_197	Cc1ccc(NC(=O)C(C)N2C(=O)c3ccccc3C2=O)cc1Cl
ZINC00188288	DUD_cox2_D_198	CC(=O)Nc1ccc2nc(NC(=O)c3ccc(Cl)cc3)sc2c1
ZINC00188290	DUD_cox2_D_199	Cc1nc2ccc3nc(NC(=O)c4ccc(C)cc4)sc3c2s1
ZINC00188292	DUD_cox2_D_200	Cc1nc2ccc3nc(NC(=O)c4ccccc4C)sc3c2s1
ZINC00188293	DUD_cox2_D_201	Cc1nc2ccc3nc(NC(=O)c4cccc(C)c4)sc3c2s1
ZINC00189274	DUD_cox2_D_202	O=C(CN1C(=O)CCC1=O)Nc1nc(-c2ccc(Cl)cc2)cs1
ZINC00190190	DUD_cox2_D_203	Cc1nc2c(ccc3nc(NC(=O)c4ccc(C)cc4)sc32)s1
ZINC00190643	DUD_cox2_D_204	CCOC(=O)c1cccc(C(=O)Nc2ccc(Cl)cc2Cl)n1
ZINC00192158	DUD_cox2_D_205	CC(=O)c1ccc(C(=O)Nc2nc(-c3ccc(C)cc3)cs2)cc1
ZINC00193519	DUD_cox2_D_206	CSc1nc2ccc(NC(=O)c3cccc([N+](=O)[O-])c3)cc2s1
ZINC00193683	DUD_cox2_D_207	Cc1sc(NC(=O)c2ccc([N+](=O)[O-])s2)nc1-c1ccccc1
ZINC00193962	DUD_cox2_D_208	Cc1nc2ccc(NC(=O)c3cc([N+](=O)[O-])ccc3Cl)cc2s1
ZINC00194240	DUD_cox2_D_209	O=C(NCc1ccc(N2CCCC2=O)cc1)c1cccc(Cl)c1
ZINC00196256	DUD_cox2_D_210	Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccccn1
ZINC00196313	DUD_cox2_D_211	Cc1ccc(NC(=O)CCN2C(=O)c3ccccc3C2=O)cc1Cl
ZINC00200581	DUD_cox2_D_212	CCOC(=O)CNc1c(-c2ccc(Cl)cc2)nc2cnccn21
ZINC00200581	DUD_cox2_D_213	CCOC(=O)CNc1c(-c2ccc(Cl)cc2)[nH+]c2cnccn21
ZINC00200621	DUD_cox2_D_214	Cc1ccc(NC(=O)CCn2c(=O)[nH]c3ccsc3c2=O)cc1F
ZINC00203512	DUD_cox2_D_215	COc1ccc(Cl)cc1NC(=O)Cn1c(=O)sc2ccccc21
ZINC00204949	DUD_cox2_D_216	Cn1c2ccc(C=NNC(=O)c3ccc(Cl)cc3)cc2n(C)c1=O
ZINC00204950	DUD_cox2_D_217	Cn1c2ccc(C=NNC(=O)c3ccc(Cl)cc3)cc2n(C)c1=O
ZINC00205221	DUD_cox2_D_218	CCOC(=O)Cc1c(C)[nH]c2c(-c3ccc(Cl)cc3)cnn2c1=O
ZINC00205225	DUD_cox2_D_219	CCOC(=O)Cc1c(C)[nH]c2cc(-c3ccc(Cl)cc3)nn2c1=O
ZINC00205353	DUD_cox2_D_220	COc1ccc(-c2nc(N)n(C(=O)c3ccc(Cl)cc3)n2)cc1
ZINC00208865	DUD_cox2_D_221	O=C(Nc1ccc(F)cc1F)C1CCN(C(=O)c2ccccc2)CC1
ZINC00211061	DUD_cox2_D_222	COC(=O)c1ccc2c(c1)[nH]c(=S)n(CCc1ccccc1)c2=O
ZINC00211064	DUD_cox2_D_223	COC(=O)c1ccc2c(c1)[nH]c(=S)n(-c1ccc(OC)cc1)c2=O
ZINC00212465	DUD_cox2_D_224	O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(F)c(F)c1
