# Mol_Title	ID	SMILES
ZINC00352575	DUD_ache_D_31	CC(=NNC(=O)C[NH+]1CCN(c2ccc(F)cc2)CC1)c1ccco1
ZINC00390294	DUD_ache_D_32	COc1cc(OC)c(C(=O)c2oc3ccccc3c2N)c(OC)c1
ZINC00422080	DUD_ache_D_33	CCOc1ccc2nc3sc(C(=O)N(CC)CC)c(N)c3cc2c1
ZINC00422081	DUD_ache_D_34	CCOc1ccc2nc3sc(C(=O)N4CCCC4)c(N)c3cc2c1
ZINC00460207	DUD_ache_D_35	CCOc1ccc(C2(C)N(O)C(CC)C(c3ccccc3)=[N+]2[O-])cc1
ZINC00527415	DUD_ache_D_36	CC(NN1CCCCC1)=C1C(=O)NC(=O)N(Cc2ccccc2)C1=O
ZINC00578174	DUD_ache_D_37	COc1ccccc1N1CC[NH+](CCc2cnn(C)c2-c2ccc(O)cc2)CC1
ZINC00578183	DUD_ache_D_38	COc1ccccc1N1CC[NH+](CCc2cnn(C)c2-c2cccs2)CC1
ZINC00578190	DUD_ache_D_39	COc1ccccc1N1CC[NH+](CCc2cnoc2-c2cccs2)CC1
ZINC00585125	DUD_ache_D_40	CC1=Nc2ccccc2C1CCC[NH+]1CCN(c2n[nH]c3ccccc32)CC1
ZINC00585304	DUD_ache_D_41	COCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1
ZINC00585611	DUD_ache_D_42	OC1(c2ccccn2)CCC(CC[NH+]2CCN(c3cccc[nH+]3)CC2)CC1
ZINC00585614	DUD_ache_D_43	OC1(c2cccnc2)CCC(CC[NH+]2CCN(c3cccc[nH+]3)CC2)CC1
ZINC00585881	DUD_ache_D_44	CNC(=O)Oc1ccc(C[NH+]2CCN(c3cccc[nH+]3)CC2)cc1OC
ZINC00585886	DUD_ache_D_45	CNC(=O)Oc1ccc(C[NH+]2CCN(c3ccccc3F)CC2)cc1OC
ZINC00587760	DUD_ache_D_46	C[NH+](C)CCN1c2ccccc2N2CCC(=O)C(C(=O)NCc3ccccc3)=C12
ZINC00588918	DUD_ache_D_47	COc1ccc(C(=O)C=C2Nc3ccccc3N=C2NN2CCCCC2)cc1
ZINC00594114	DUD_ache_D_48	COc1ccc2sc3c(c2c1)N(Cc1cccc(OC)c1)CC(C)NC3=O
ZINC00598033	DUD_ache_D_49	OC1(c2cccs2)CCC(CC[NH+]2CCN(c3cccc[nH+]3)CC2)CC1
ZINC00599609	DUD_ache_D_50	CCC[NH+](CC1CCN(C(=O)c2ccccc2)CC1)C1Cc2ccccc2C1
ZINC00601779	DUD_ache_D_51	c1ccc(N2CC[NH+](CCC3CCC(Nc4ncccn4)CC3)CC2)cc1
ZINC00605487	DUD_ache_D_52	CSc1ccc(NC(=O)OC2CC[NH+](Cc3ccccc3)CC2)cc1
ZINC00625383	DUD_ache_D_53	CCc1ccc(Oc2c(C)oc3c(ccc(O)c3C[NH+](C)C)c2=O)cc1
ZINC00643147	DUD_ache_D_54	COC(=O)c1c(C(=O)OC)c2n3ccccc3c(C)c(-c3ccccc3)c-2c1N(C)C
ZINC00643150	DUD_ache_D_55	COC(=O)c1c(C(=O)OC)c(N(C)C)c2n3ccccc3cc(-c3ccccc3)c1-2
ZINC00663270	DUD_ache_D_56	COc1ccc(-c2ccc3c(N)c(C(=O)c4ccc5c(c4)OCCO5)sc3n2)cc1
ZINC00663541	DUD_ache_D_57	COc1cccc(C(=O)c2sc3nc4c(c(-c5cccnc5)c3c2N)CCC4)c1
ZINC00663669	DUD_ache_D_58	COc1ccc(C(=O)c2sc3nc4c(c(-c5cccnc5)c3c2N)CCC4)cc1
ZINC00663670	DUD_ache_D_59	Cc1ccc(C(=O)c2sc3nc4c(c(-c5cccnc5)c3c2N)CCC4)cc1
ZINC00706771	DUD_ache_D_60	CCOC(=O)C1=NNC(c2ccccc2)(c2ccccc2)C1C(=O)OCC
ZINC00717105	DUD_ache_D_61	COCc1cc(C)nc2sc(C(=O)N(c3ccccc3)c3ccccc3)c(N)c21
ZINC00727373	DUD_ache_D_62	CC(=O)c1c(-c2ccccc2)nc2n(CC[NH+]3CCCCC3)c3ccccc3n12
ZINC00727441	DUD_ache_D_63	Cc1nc2n(CC[NH+]3CCCCC3)c3ccccc3n2c1C(=O)c1cccs1
ZINC00752344	DUD_ache_D_64	COc1ccccc1N1CC[NH+](Cc2cc(OC)c(O)c(OC)c2)CC1
ZINC00754448	DUD_ache_D_65	CC[NH+](CC)CCSc1nnc(Nc2ccccc2)n1-c1ccccc1
ZINC00754584	DUD_ache_D_66	Cc1ccc(-n2c(C=C[NH+](C)C)c([N+](=O)[O-])c3ccc(O)c(C[NH+](C)C)c32)cc1
ZINC00754597	DUD_ache_D_67	O=[N+]([O-])c1ccc2nc3c4ccccc4n(CCC[NH+]4CCCCC4)c3cc2c1
ZINC00755626	DUD_ache_D_68	CCOC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)c(C[NH+](C)C)c21
ZINC00756473	DUD_ache_D_69	CC(=O)c1ccc(OCC(O)C[NH+]2CCN(c3ccccc3)CC2)cc1
ZINC00756475	DUD_ache_D_70	CC(=O)c1ccc(N2CC[NH+](Cc3ccc(-c4ccccc4)cc3)CC2)cc1
ZINC00756524	DUD_ache_D_71	CCOc1cc(C[NH+]2CCN(c3ccc(C(C)=O)cc3)CC2)ccc1O
ZINC00759019	DUD_ache_D_72	CCC(=O)c1c(-c2ccccc2)nc2n(CC[NH+](CC)CC)c3ccccc3n12
ZINC00784471	DUD_ache_D_73	CCc1nc2oc(C(=O)c3ccccc3)c(N)c2c2c1COC(C)(C)C2
ZINC00803886	DUD_ache_D_74	COc1cccc(-c2ccc3c(N)c(C(=O)c4ccc5c(c4)OCO5)sc3n2)c1
ZINC00804771	DUD_ache_D_75	c1ccc(Cn2c3ccccc3nc2SCC[NH+]2CCOCC2)cc1
ZINC00809665	DUD_ache_D_76	Oc1ccccc1CNc1nc2ccccc2n1CC[NH+]1CCCCC1
ZINC00809669	DUD_ache_D_77	COc1ccc(CNc2nc3ccccc3n2CC[NH+]2CCOCC2)cc1
ZINC00809675	DUD_ache_D_78	COc1ccccc1CNc1nc2ccccc2n1CC[NH+]1CCOCC1
ZINC00809677	DUD_ache_D_79	COc1cccc(CNc2nc3ccccc3n2CC[NH+]2CCOCC2)c1
ZINC00811683	DUD_ache_D_80	COCc1cc(C)nc2sc(C(=O)N3CCc4ccccc43)c(N)c21
ZINC00812286	DUD_ache_D_81	CCn1nccc1C(=O)Nc1nc2ccccc2n1CC[NH+]1CCCCC1
ZINC00813013	DUD_ache_D_82	O=[N+]([O-])c1ccc2nc3c4ccccc4n(CCC[NH+]4CCOCC4)c3cc2c1
ZINC00814646	DUD_ache_D_83	COCc1cc(C)nc2sc(C(=O)Nc3ccccc3C(=O)OC)c(N)c21
ZINC00814718	DUD_ache_D_84	CCC(=O)Nc1ccc(N2CC[NH+](Cc3ccccc3F)CC2)cc1
ZINC00821037	DUD_ache_D_85	CC[NH+](CC)CCn1c2ccccc2n2c1nc(C)c2C(=O)c1cccs1
ZINC00821040	DUD_ache_D_86	c1ccc2c(c1)nc(NCc1ccc3c(c1)OCO3)n2CC[NH+]1CCCCC1
ZINC00838928	DUD_ache_D_87	C[NH+]1CCN(C(=O)c2cc3c4ccccc4n(Cc4ccccc4)c3s2)CC1
ZINC00839007	DUD_ache_D_88	CCC[NH+](CCC)C1Cc2ccc(NS(=O)(=O)c3ccccc3)cc2C1
ZINC00840820	DUD_ache_D_89	CC[NH+](CC)CCOc1c2c(nc3ccc(O)cc31)-c1ccccc1C2=O
ZINC00841108	DUD_ache_D_90	Cn1ccc2c1cccc2OC1CC[NH+](CCN2C(=O)c3ccccc3C2=O)CC1
ZINC00845902	DUD_ache_D_91	CC[NH+](CC)CCn1c2ccccc2nc1NC(=O)c1ccc(C)cc1
ZINC00860553	DUD_ache_D_92	c1ccc(-c2nnc(SCC[NH+]3CCCCC3)n2-c2ccccc2)cc1
ZINC00862822	DUD_ache_D_93	Cn1c2ccccc2c(C#N)c1CN(C(=O)C[NH+]1CCCC1)c1ccccc1
ZINC00869985	DUD_ache_D_94	CCOC(=O)Nc1ccc2c(c1)N(CCC[NH+](C)C)c1ccccc1CC2
ZINC00876580	DUD_ache_D_95	Cc1ccc(-c2nnc(SCC[NH+]3CCOCC3)n2-c2ccccc2)cc1
ZINC00891624	DUD_ache_D_96	CCOc1ccc2cc3c(N)c(C(=O)N4CCC(C)CC4)sc3nc2c1
ZINC00891628	DUD_ache_D_97	CCOc1ccc2cc3c(N)c(C(=O)N(CC)CC)sc3nc2c1
ZINC00891646	DUD_ache_D_98	CCOc1ccc2cc3c(N)c(C(=O)c4cc(OC)ccc4OC)sc3nc2c1
ZINC00892488	DUD_ache_D_99	c1ccc(-n2c(SCC[NH+]3CCCCC3)nnc2-c2cccnc2)cc1
ZINC00895131	DUD_ache_D_100	O=C(CC[NH+]1CCN(c2ccccc2F)CC1)Nc1ccc2c(c1)CCC2
ZINC00895155	DUD_ache_D_101	Cc1ccc(C)c(NC(=O)CC[NH+]2CCN(c3ccccc3F)CC2)c1
ZINC00898405	DUD_ache_D_102	Cc1ccc(-n2c(SCC[NH+]3CCCCC3)nnc2-c2cccnc2)cc1
ZINC00900580	DUD_ache_D_103	Cc1ccc(-n2c(SCC[NH+]3CCOCC3)nnc2-c2ccccc2)cc1
ZINC00906833	DUD_ache_D_104	COc1ccc(OC)c(C(=O)c2sc3nc4cc(C)ccc4cc3c2N)c1
ZINC00907311	DUD_ache_D_105	COc1ccc(C(=O)c2sc3nc4ccc(C)cc4cc3c2N)cc1OC
ZINC00907313	DUD_ache_D_106	COc1ccc(OC)c(C(=O)c2sc3nc4ccc(C)cc4cc3c2N)c1
ZINC00917082	DUD_ache_D_107	CCOc1ccc2nc3sc(C(=O)N4CCCc5ccccc54)c(N)c3cc2c1
ZINC00917100	DUD_ache_D_108	CCOc1ccc2nc3sc(C(=O)N4CCCCC4C)c(N)c3cc2c1
ZINC00917119	DUD_ache_D_109	CCOc1ccc2nc3sc(C(=O)c4ccc(OC)cc4)c(N)c3cc2c1
ZINC00917615	DUD_ache_D_110	COc1ccc2nc3sc(C(=O)N(C)C4CCCCC4)c(N)c3cc2c1
ZINC00928592	DUD_ache_D_111	Cc1nc2ccccn2c1C(=O)NC1CC[NH+](Cc2ccccc2)CC1
ZINC00928626	DUD_ache_D_112	Cc1ccn2cc(C(=O)NC3CC[NH+](Cc4ccccc4)CC3)nc2c1
ZINC00938539	DUD_ache_D_113	Cc1cccc(N2C(=O)C(Cl)=C(N(CCO)Cc3ccccc3)C2=O)c1C
ZINC00941143	DUD_ache_D_114	CC[NH+](CC)Cc1c(O)ccc2cc(-c3nc4ccccc4n3C)c(=O)oc21
ZINC00941923	DUD_ache_D_115	CCCc1cc2c(=O)c(-c3ccc4c(c3)OCO4)coc2c(C[NH+](C)C)c1O
ZINC00947946	DUD_ache_D_116	CCOc1ccc(Oc2c(C)oc3c(ccc(O)c3C[NH+](C)C)c2=O)cc1
ZINC00950058	DUD_ache_D_117	Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)[NH+]2CCCC2)c1C
ZINC00950059	DUD_ache_D_118	Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)[NH+]2CCCC2)c1C
ZINC00950062	DUD_ache_D_119	Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)[NH+]2CCCCC2)c1C
ZINC00950063	DUD_ache_D_120	Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)[NH+]2CCCCC2)c1C
ZINC00950127	DUD_ache_D_121	CCOC(=O)c1ccccc1NC(=O)c1sc2nc(C)cc(C)c2c1N
ZINC00950133	DUD_ache_D_122	Cc1cc(C)c2c(N)c(C(=O)N(Cc3ccccc3)Cc3ccccc3)sc2n1
ZINC00969238	DUD_ache_D_123	COCc1cc(C)nc2sc(C(=O)c3ccc(C)cc3)c(N)c21
ZINC00969904	DUD_ache_D_124	CC1CCCC(C)[NH+]1CC(O)Cn1c2ccccc2c2ccccc21
ZINC00976160	DUD_ache_D_125	c1coc(-c2nnc(SCC[NH+]3CCCCC3)n2-c2ccccc2)c1
ZINC00978705	DUD_ache_D_126	CC[NH+](CC)CCn1c2ccccc2c2nc3ccc([N+](=O)[O-])cc3cc21
ZINC00980128	DUD_ache_D_127	CC[NH+](CC)CCn1c2ccccc2n2c(C=O)c(-c3ccccc3)nc12
ZINC00985325	DUD_ache_D_128	CC[NH+](CC)CCSC1Nc2ccccc2C(=O)N1c1ccc(C)cc1
ZINC00985326	DUD_ache_D_129	CC[NH+](CC)CCSC1Nc2ccccc2C(=O)N1c1ccc(C)cc1
ZINC01024526	DUD_ache_D_130	CCOC(=O)c1c(N)c(C(=O)c2ccccc2)sc1Nc1ccccc1OC
ZINC01035472	DUD_ache_D_131	CCOC(=O)c1oc2nc(-c3ccc(C)cc3)cc(-c3ccco3)c2c1N
ZINC01035661	DUD_ache_D_132	CCOC(=O)c1oc2nc3c(c(-c4cccnc4)c2c1N)CCc1ccccc1-3
ZINC01049863	DUD_ache_D_133	O=C1CC(NNc2ccccc2)C(=O)N1c1ccc(N2CCCCC2)cc1
ZINC01049865	DUD_ache_D_134	O=C1CC(NNc2ccccc2)C(=O)N1c1ccc(N2CCCCC2)cc1
ZINC01081316	DUD_ache_D_135	C[NH+]1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1
ZINC01106226	DUD_ache_D_136	COc1ccc(C(=O)c2sc3nc(-c4ccccc4)nc(C)c3c2N)cc1
ZINC01132104	DUD_ache_D_137	CCOc1ccc(C2(C)N(O)C(CC)C(c3ccccc3)=[N+]2[O-])cc1
ZINC01147750	DUD_ache_D_138	CCC1C(c2ccccc2)=[N+]([O-])C(C)(c2ccc(OC)c(OC)c2)N1O
ZINC01216516	DUD_ache_D_139	COc1ccc(-c2cn3c4ccccc4nc3n2CC[NH+]2CCOCC2)cc1
ZINC01225274	DUD_ache_D_140	COc1ccccc1N1CC[NH+](Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)CC1
ZINC01225295	DUD_ache_D_141	COC(=O)c1ccc(C[NH+]2CCN(c3ccc(C(C)=O)cc3)CC2)cc1
ZINC01225302	DUD_ache_D_142	Cc1ccc(C)c(N2CC[NH+](Cc3ccc(-c4ccccc4[N+](=O)[O-])o3)CC2)c1
ZINC01225345	DUD_ache_D_143	CCOc1ccccc1N1CC[NH+](Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)CC1
ZINC01225398	DUD_ache_D_144	CCOc1ccccc1N1CC[NH+](Cc2ccc(C(=O)OC)cc2)CC1
ZINC01227048	DUD_ache_D_145	CCOc1ccccc1N1CC[NH+](Cc2cc3c(cc2[N+](=O)[O-])OCO3)CC1
ZINC01229256	DUD_ache_D_146	COc1ccc2ccccc2c1C[NH+]1CCN(c2ccc(C(C)=O)cc2)CC1
ZINC01229258	DUD_ache_D_147	COc1ccc(C[NH+]2CCN(c3ccc(C(C)=O)cc3)CC2)c2ccccc12
ZINC01231024	DUD_ache_D_148	Cc1cc(OCC(O)C[NH+]2CCN(c3ccccc3)CC2)ccc1C(C)C
ZINC01234002	DUD_ache_D_149	COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)c(C[NH+]4CCCCC4)c32)cc1
ZINC01238143	DUD_ache_D_150	CC(C)(C)c1nn(-c2ccccc2)c2[nH]c(=O)c(C[NH2+]Cc3ccco3)cc12
ZINC01238143	DUD_ache_D_151	CC(C)(C)c1nn(-c2ccccc2)c2nc(O)c(C[NH2+]Cc3ccco3)cc12
ZINC01246606	DUD_ache_D_152	CC1CC(C)C[NH+](CC(O)Cn2c3ccccc3c3ccccc32)C1
ZINC01254912	DUD_ache_D_153	O=c1c2ccccc2nc(SCC[NH+]2CCCCC2)n1-c1ccccc1
ZINC01256107	DUD_ache_D_154	CCOC(=O)c1c(CSCc2ccccc2)oc2ccc(O)c(C[NH+](C)C)c21
ZINC01257071	DUD_ache_D_155	N#Cc1ccc(-c2ccncc2)nc1SCC[NH+]1CCCCC1
ZINC01266148	DUD_ache_D_156	CC[NH+](CC)CCc1c(C)[nH]c(C(=O)OCc2ccccc2)c1C
ZINC01270767	DUD_ache_D_157	COc1ccc2c(C[NH+]3CCC(Cc4ccccc4)CC3)cc(=O)oc2c1
ZINC01286879	DUD_ache_D_158	C[NH+](C)CCOC(=O)c1ccc(Nc2cc(-c3ccccc3)ncn2)cc1
ZINC01286915	DUD_ache_D_159	C[NH+]1CCN(c2ccc(Nc3cc(-c4ccccc4)ncn3)cc2)CC1
ZINC01294213	DUD_ache_D_160	CC(NN1CCCCCC1)=C1C(=O)N(Cc2ccccc2)C(=O)N=C1O
ZINC01294878	DUD_ache_D_161	O=C(c1ccco1)N1CC[NH+](CCOc2cccc3ccccc32)CC1
ZINC01298649	DUD_ache_D_162	COc1ccc(CCN2C(=O)CC(NNc3ccccc3)C2=O)cc1OC
ZINC01298651	DUD_ache_D_163	COc1ccc(CCN2C(=O)CC(NNc3ccccc3)C2=O)cc1OC
ZINC01301033	DUD_ache_D_164	CCOC(=O)c1oc2ccccc2c1C[NH+]1CCN(c2ccccc2)CC1
ZINC01301153	DUD_ache_D_165	COc1ccc(-n2c(=O)c3ccccc3nc2SCC[NH+](C)C)cc1
ZINC01301812	DUD_ache_D_166	CC[NH+](CC)CCSc1nc2ccccc2c(=O)n1-c1ccccc1C
ZINC01316756	DUD_ache_D_167	COc1ccc([N+](=O)[O-])cc1Nc1nc(CC[NH+](C)C)nc2ccccc21
ZINC01316870	DUD_ache_D_168	Cc1nc2ccc(Nc3nc(CC[NH+](C)C)nc4ccccc43)cc2s1
ZINC01316871	DUD_ache_D_169	Cc1nc2cc(Nc3nc(CC[NH+](C)C)nc4ccccc43)ccc2s1
ZINC01323146	DUD_ache_D_170	C[NH+]1C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
ZINC01323516	DUD_ache_D_171	COc1ccc(C(=O)c2coc3c2c(C[NH+](C)C)c(O)c2ccccc32)cc1
ZINC01391378	DUD_ache_D_172	COc1ccc(C(=O)OCC2CC(c3ccccc3)N(C)O2)cc1
ZINC01428513	DUD_ache_D_173	COCc1cc(C)nc2sc(C(=O)N(C)Cc3ccccc3)c(N)c21
ZINC01482582	DUD_ache_D_174	O=C(NCc1ccc(OCC[NH+]2CCCC2)cc1)c1ccc2c(c1)OCO2
ZINC01485343	DUD_ache_D_175	COC(=O)C1CC2CCC(C1)[NH+]2CCOc1ccc(Cc2ccccc2)cc1
ZINC01488561	DUD_ache_D_176	C[NH+]1CC2CCCC(C1)C2OC(=O)C(O)(c1ccccc1)c1ccccc1
ZINC01488993	DUD_ache_D_177	CCOC(=O)CC[NH+]1CCC(N2c3ccccc3CSc3ccccc32)CC1
ZINC01489636	DUD_ache_D_178	COc1ccccc1N1CC[NH+](CCC(=NO)c2sccc2C)CC1
ZINC01493086	DUD_ache_D_179	CCC[NH+](CCCc1ccccc1)C1CCc2c(N)cccc2C1
ZINC01506431	DUD_ache_D_180	COc1ccc(C=Nc2nc3ccccc3n2CC[NH+]2CCCCC2)cc1
ZINC01530748	DUD_ache_D_181	OCCOCC[NH+]1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
ZINC01530934	DUD_ache_D_182	CCCOC(C(=O)OC1CC[NH+](C)CC1)(c1ccccc1)c1ccccc1
ZINC01532936	DUD_ache_D_183	CC[NH+](CC)CCC(NC(=O)c1ccc2ccccc2n1)c1ccccc1
ZINC01533440	DUD_ache_D_184	c1cnc(N2CC[NH+](CCCCc3ccncc3)CC2)nc1
ZINC01533797	DUD_ache_D_185	Nc1ccc(C#CCC[NH+]2CCN(c3cccc[nH+]3)CC2)cc1
ZINC01533803	DUD_ache_D_186	O=[N+]([O-])c1ccc(C#CCC[NH+]2CCN(c3cccc[nH+]3)CC2)cc1
ZINC01534059	DUD_ache_D_187	Cn1cc(C(=O)OCC2CC[NH+](CCC#N)CC2)c2ccccc21
ZINC01535407	DUD_ache_D_188	CCCC[NH+](C)CCCc1nc(-c2cn(C)c3ccccc23)no1
ZINC01536786	DUD_ache_D_189	O=C1CC2(CCCC2)CC(=O)N1CC[NH2+]CC1COc2ccccc2O1
ZINC01536847	DUD_ache_D_190	CC[NH+](CC)CCCCN1C(=O)c2ccccc2C1c1ccccc1N
ZINC01536936	DUD_ache_D_191	CCOc1cc(NCCC[NH+](C)C)c(=O)n(-c2ccccc2)n1
ZINC01537531	DUD_ache_D_192	C[NH2+]CCCn1ncc2cc(C=Cc3ccc(OC)cc3)ccc2c1=O
ZINC01539100	DUD_ache_D_193	COc1cncnc1N1CC[NH+](CCCCc2ccccc2)CC1
ZINC01539102	DUD_ache_D_194	COc1cncnc1N1CC[NH+](CCCCc2ccc(N)cc2)CC1
ZINC01540262	DUD_ache_D_195	C[NH+](C)CCSCC(=O)C1(c2ccc3ccccc3c2)CCC1
ZINC01540962	DUD_ache_D_196	CC[NH+](CC)CCCNc1nnc(C)c2c1cc1ccccn12
ZINC01540965	DUD_ache_D_197	Cc1nnc(NCCC[NH+]2CCCCC2)c2cc3ccccn3c21
ZINC01541057	DUD_ache_D_198	Cc1cccc(OCC[NH2+]CCC(=O)N2CCCSc3ccccc32)c1
ZINC01542357	DUD_ache_D_199	C[NH2+]CCCCCOc1ccccc1S(=O)(=O)c1ccccc1
ZINC01542839	DUD_ache_D_200	C[NH+](C)CCCOc1ccc(-c2nn(CC#N)c3ncccc23)cc1
ZINC01544718	DUD_ache_D_201	C[NH+](C)CCCNc1c2c([nH+]c3cc(O)ccc31)-c1ccccc1C2=O
ZINC01544741	DUD_ache_D_202	CCCC[NH+]1COc2ccc3nc4c(cc3c2C1)C(=O)c1ccccc1-4
ZINC01544982	DUD_ache_D_203	c1cnc(N2CC[NH+](CCCOc3ccc4c(c3)CCC4)CC2)nc1
ZINC01545353	DUD_ache_D_204	O=C1CC2(CCCC2)CC(=O)N1CCCC[NH+]1CCc2ccccc2C1
ZINC01546404	DUD_ache_D_205	CC1(C)C=C(C(=O)NCCCN2C(=O)c3ccccc3C2=O)C(C)(C)[NH2+]1
ZINC01547615	DUD_ache_D_206	c1ccn(-c2cnn(CCCC[NH+]3CCN(c4ncccn4)CC3)c2)c1
ZINC01547649	DUD_ache_D_207	O=C1c2ccccc2OCCN1CCCC[NH+]1CCN(c2cccc[nH+]2)CC1
ZINC01549681	DUD_ache_D_208	COc1ccccc1N1CC[NH+](CCCCn2nc(C)ccc2=O)CC1
ZINC01549708	DUD_ache_D_209	CCC(=O)N(CC[NH+](CC)CC)c1cccc2c1-c1ccccc1C2=O
ZINC01549927	DUD_ache_D_210	COc1cc(OC)cc(OCCOc2nccnc2N2CC[NH2+]CC2)c1
ZINC01549928	DUD_ache_D_211	O=C1CCc2c1cccc2OCCOc1nccnc1N1CC[NH2+]CC1
ZINC01549933	DUD_ache_D_212	Cc1nc(OCCOc2ccccc2)c(N2CC[NH2+]CC2)nc1C
ZINC01550088	DUD_ache_D_213	COc1cc2c(cc1OC)C[NH+](CC(=O)OCc1ccccc1)CC2
ZINC01550356	DUD_ache_D_214	c1ccc(N2CC[NH+](CCCCc3nc4ccccc4o3)CC2)cc1
ZINC01550585	DUD_ache_D_215	Fc1ccc2c(c1)onc2-c1ccc(OCCC[NH+]2CCCCC2)cc1
ZINC01550587	DUD_ache_D_216	Fc1ccc2c(c1)onc2-c1ccc(OCCC[NH+]2CCCC2)cc1
ZINC01551344	DUD_ache_D_217	C[NH+](CCCCc1ccc(O)cc1)C1CCC(c2ccccc2)CC1
ZINC01552107	DUD_ache_D_218	c1[nH]c2cc3c(cc2c1CCCC[NH+]1CC=C(c2ccccc2)CC1)OCO3
ZINC01552785	DUD_ache_D_219	c1ccc(CCCCCOc2cncc(OC3CC[NH2+]CC3)n2)cc1
ZINC01553371	DUD_ache_D_220	COc1ccccc1N1CC[NH+](COCCn2cnc3ccccc32)CC1
ZINC01553719	DUD_ache_D_221	C[NH2+]CCCCOc1cccc(-n2sc3ncccc3c2=O)c1
